0,-0.06932154
1,0.008755304
2,0.017228192
3,-0.10300618
4,-0.07288274
5,4.6228604e-05
6,-0.08088524
7,-0.12767774
8,-0.033976197
9,-0.07623569
10,-0.49171865
11,-0.010050404
12,-0.06728899
13,-0.1667253
14,-0.02684357
15,-0.07216369
16,-0.110661425
17,-0.51409554
18,-0.017118381
19,-0.05365964
20,-0.013086378
21,-0.07449328
22,-0.12950891
23,0.0034175054
24,-0.0114844125
25,-0.052319497
26,-0.12696399
27,-0.010573014
28,-0.030789364
29,-0.15014032
30,-0.01874258
31,-0.023982678
32,-0.024424044
33,-0.11293659
34,-0.100633904
35,-0.061045006
36,-0.042892303
37,-0.0978189
38,-0.32782185
39,-0.103791006
40,0.0058358307
41,-0.07585774
42,-0.59251523
43,-0.0387037
44,-0.1478255
45,-0.059583638
46,-0.14288925
47,-0.14205366
48,-0.069082566
49,-0.17996436
50,-0.021239223
51,-0.09242125
52,-0.10148705
53,-0.026657794
54,-0.46448117
55,-0.03617037
56,-0.05241373
57,-0.019873347
58,-0.14739484
59,-0.034633227
60,-0.23750359
61,-0.06415587
62,-0.49837393
63,-0.3427352
64,-0.036092766
65,-0.08719229
66,-0.21730775
67,-0.08625755
68,-0.13010614
69,-0.043926567
70,-0.065720476
71,-0.1173074
72,-0.074958056
73,-0.09051198
74,-0.012835418
75,-0.018503828
76,-0.02999048
77,-0.17930788
78,-0.094380036
79,-0.082028836
80,-0.0018428508
81,-0.063360736
82,-0.11101753
83,-0.07725627
84,-0.37892982
85,-0.2503185
86,-0.03637746
87,-0.058875915
88,-0.116476916
89,-0.44072512
90,-0.36756495
91,-0.5453162
92,-0.1698224
93,-0.010325688
94,-0.10532471
95,-0.041976728
96,-0.06957891
97,-0.66785103
98,-0.064564265
99,-0.08340121
100,-0.08501271
101,-0.06793563
102,-0.12557183
103,-0.019349247
104,-0.07483269
105,-0.04709992
106,-0.13474661
107,-0.026029555
108,-0.123446845
109,0.051740848
110,-0.14656383
111,-0.51949286
112,-0.15579312
113,-0.3872834
114,-0.03544223
115,-0.36497033
116,-0.06990348
117,-0.39529058
118,-0.22420305
119,0.03323611
120,-0.013675654
121,-0.05514872
122,-0.028153162
123,-0.045856643
124,-0.04787114
125,-0.18867286
126,-0.005806825
127,-0.4950951
