0,0,0.043694
0,1,0.017910073
0,2,-0.0037229192
0,3,-0.031418037
1,0,-0.045914788
1,1,-0.002385607
1,2,0.022792386
1,3,-0.0033412988
2,0,-0.15634331
2,1,0.07382214
2,2,0.055276245
2,3,0.025172878
3,0,0.0024122903
3,1,-0.013863663
3,2,0.023977488
3,3,0.04721396
4,0,-0.0016747904
4,1,-0.04388471
4,2,0.001278413
4,3,0.0014132545
5,0,-0.004975839
5,1,0.013588442
5,2,-0.01604422
5,3,0.012806195
6,0,-0.0049120714
6,1,0.026082834
6,2,-0.009920971
6,3,-0.014374481
7,0,0.050522443
7,1,0.23138602
7,2,-0.049557846
7,3,0.1583853
8,0,-0.12830073
8,1,0.009875051
8,2,0.014903429
8,3,0.1996555
9,0,0.0041869557
9,1,0.03393653
9,2,-0.12787247
9,3,-0.12829173
10,0,0.05450068
10,1,-0.06242137
10,2,0.00028850252
10,3,-0.059441365
11,0,-0.12497305
11,1,-0.12493051
11,2,0.08601347
11,3,0.18684603
12,0,-0.0078637265
12,1,0.0051247086
12,2,0.012469073
12,3,0.008379138
13,0,0.041957524
13,1,-0.0053536217
13,2,-0.034109607
13,3,-0.21579666
14,0,-0.011470346
14,1,0.011521785
14,2,0.06294055
14,3,-0.027978085
15,0,-0.009825227
15,1,0.009455886
15,2,-0.013213317
15,3,0.01516505
16,0,-0.00092774414
16,1,0.058247283
16,2,-0.039318293
16,3,-0.020531887
17,0,0.03085568
17,1,0.023951832
17,2,0.013572829
17,3,-0.0031285915
18,0,-0.10406879
18,1,0.050051596
18,2,-0.0045361114
18,3,0.036390267
19,0,-0.021617314
19,1,0.1419788
19,2,-0.062426746
19,3,0.07331836
20,0,-0.018273758
20,1,-0.008890627
20,2,0.015622773
20,3,-0.020596419
21,0,0.013972245
21,1,0.06708534
21,2,0.036399636
21,3,0.07343038
22,0,0.05517613
22,1,-0.00131954
22,2,-0.04961873
22,3,-0.04887326
23,0,-0.094555706
23,1,-0.25847164
23,2,0.0030791655
23,3,-0.12011214
24,0,-0.018106097
24,1,-0.040453985
24,2,-0.13074964
24,3,-0.087387346
25,0,-0.021890255
25,1,-0.010699287
25,2,0.08055679
25,3,0.24990036
26,0,0.047112573
26,1,-0.096805476
26,2,0.26961458
26,3,0.10201219
27,0,0.021508247
27,1,0.008826724
27,2,-0.0062529547
27,3,-0.0011335394
28,0,0.0004535771
28,1,-0.03815401
28,2,0.022088094
28,3,0.066313654
29,0,-0.07544966
29,1,-0.0850664
29,2,0.12116986
29,3,0.19760008
30,0,-0.041697904
30,1,-0.010847361
30,2,-0.01678031
30,3,0.016398707
31,0,0.2799429
31,1,0.12115564
31,2,0.057044003
31,3,-0.064074986
32,0,-0.03525774
32,1,0.044079237
32,2,-0.09525529
32,3,-0.03919899
33,0,0.0028438559
33,1,-0.027821545
33,2,0.007893394
33,3,0.045142822
34,0,-0.0037725857
34,1,0.04049177
34,2,0.08373012
34,3,0.11919164
35,0,-0.07353846
35,1,-0.039666254
35,2,0.10680173
35,3,0.24215053
36,0,-0.060688887
36,1,-0.009720017
36,2,0.020607067
36,3,0.1431298
37,0,-0.020917563
37,1,0.0053556664
37,2,0.0215027
37,3,0.0138397105
38,0,-0.01691913
38,1,-0.0032631108
38,2,0.026825888
38,3,-0.02266012
39,0,0.002738099
39,1,0.012271086
39,2,-0.0017892021
39,3,-0.043736063
40,0,-0.015821613
40,1,-0.048759967
40,2,0.2005313
40,3,0.22937782
41,0,-0.009454585
41,1,-0.015860783
41,2,-0.008937372
41,3,0.0047814157
42,0,-0.068526626
42,1,-0.05726272
42,2,0.08543408
42,3,0.12949315
43,0,0.015924761
43,1,0.008700613
43,2,0.012666054
43,3,0.008358647
44,0,-0.08334643
44,1,-0.026619822
44,2,0.08492345
44,3,0.20982061
45,0,-0.15295298
45,1,-0.014095532
45,2,-0.05360189
45,3,0.11712072
46,0,-0.02964427
46,1,-0.033262502
46,2,0.018703299
46,3,0.0005264989
47,0,-0.021108089
47,1,0.015392654
47,2,0.0032446405
47,3,0.026329083
48,0,-0.048081417
48,1,-0.023959111
48,2,0.022205504
48,3,0.023587855
49,0,-0.018784529
49,1,0.032010548
49,2,0.054729514
49,3,-0.039882585
50,0,0.014022344
50,1,0.015811834
50,2,0.002041721
50,3,-0.01553263
51,0,-0.26564047
51,1,-0.035459768
51,2,-0.09901487
51,3,0.06963635
52,0,-0.011346654
52,1,0.013402219
52,2,0.025381962
52,3,-0.007128019
53,0,-0.00019978125
53,1,0.010079787
53,2,0.011363494
53,3,0.004283762
54,0,0.14952941
54,1,-0.03845565
54,2,-0.0078565935
54,3,-0.22578456
55,0,-0.00904013
55,1,-0.0037665067
55,2,-0.020534033
55,3,0.010782441
56,0,-0.21288148
56,1,-0.03295913
56,2,-0.0369273
56,3,0.16835581
57,0,-0.08420171
57,1,0.016638147
57,2,-0.056759194
57,3,0.046864826
58,0,0.04434245
58,1,-0.009158489
58,2,0.23547107
58,3,0.16259444
59,0,-0.07208218
59,1,-0.011805101
59,2,-0.13273107
59,3,-0.03339365
60,0,-0.07665403
60,1,-0.05105349
60,2,0.016631214
60,3,0.05421539
61,0,0.022352576
61,1,-0.0053029926
61,2,-0.0041110823
61,3,-0.0038922904
62,0,-0.037708428
62,1,0.027072305
62,2,0.09117119
62,3,-0.045359645
63,0,-0.024166439
63,1,0.02950011
63,2,-0.07770864
63,3,0.0882127
64,0,-0.011049128
64,1,-0.011120641
64,2,0.0095261345
64,3,0.002096592
65,0,-0.022087518
65,1,-0.24840689
65,2,0.14490677
65,3,-0.03783945
66,0,0.08935943
66,1,-0.017321674
66,2,-0.07915637
66,3,-0.36110276
67,0,-0.01218117
67,1,-0.010090473
67,2,0.015630148
67,3,0.0031879453
68,0,-0.03194064
68,1,-0.11671119
68,2,0.14152865
68,3,0.08269592
69,0,-0.0009583396
69,1,-0.011079497
69,2,0.012965969
69,3,-0.012884594
70,0,0.05999541
70,1,0.07342809
70,2,-0.1346267
70,3,-0.2152176
71,0,-0.084305316
71,1,-0.2614516
71,2,0.08490845
71,3,0.017122261
72,0,-0.09742944
72,1,0.032407377
72,2,-0.016620569
72,3,0.047525827
73,0,-0.0076263985
73,1,-0.028141057
73,2,-0.13233258
73,3,-0.19294265
74,0,-0.030611351
74,1,-0.02788688
74,2,-0.016360344
74,3,0.016361581
75,0,0.00690594
75,1,0.006083796
75,2,0.007680618
75,3,0.0013243323
76,0,0.0099153835
76,1,0.05661865
76,2,0.04926558
76,3,-0.0015682804
77,0,0.07201966
77,1,0.020108663
77,2,0.08484239
77,3,0.01645078
78,0,-0.008558235
78,1,-0.008189185
78,2,0.009425267
78,3,-0.001737493
79,0,0.029738633
79,1,0.28005683
79,2,-0.10090481
79,3,-0.018238178
80,0,-0.0017202732
80,1,-0.027459899
80,2,-0.03723722
80,3,0.02438604
81,0,0.11178358
81,1,0.24105962
81,2,-0.13557617
81,3,-0.062224597
82,0,-0.020459251
82,1,0.00028552112
82,2,-0.0051161717
82,3,0.007623317
83,0,-0.023198977
83,1,-0.081572846
83,2,-0.04511388
83,3,0.010982796
84,0,-0.20389883
84,1,-0.12789923
84,2,0.04020561
84,3,0.06268969
85,0,0.01434691
85,1,-0.047314048
85,2,-0.014227781
85,3,-0.008532779
86,0,-0.0034470614
86,1,-0.021995535
86,2,0.035508137
86,3,0.008089357
87,0,-0.007512784
87,1,-0.053859904
87,2,-0.017456727
87,3,-0.0037436164
88,0,-0.0054171826
88,1,0.013525809
88,2,0.020918682
88,3,0.003046654
89,0,0.07442705
89,1,-0.045507133
89,2,0.011203693
89,3,-0.06178895
90,0,-0.010503823
90,1,0.0010536561
90,2,-0.0049989065
90,3,0.0054163863
91,0,0.0017349547
91,1,-0.018081408
91,2,0.004763333
91,3,-0.007410385
92,0,0.14333506
92,1,0.018862173
92,2,0.1640586
92,3,0.07966199
93,0,0.00815707
93,1,-0.017002586
93,2,0.015694343
93,3,0.03790456
94,0,0.023612691
94,1,-0.029610595
94,2,0.033005532
94,3,0.010941315
95,0,0.014154662
95,1,0.026796887
95,2,-0.00074748055
95,3,-0.020154951
96,0,0.0141711645
96,1,-0.019574864
96,2,0.013253506
96,3,-0.0020602162
97,0,0.2776397
97,1,0.026600195
97,2,0.0939168
97,3,-0.02507955
98,0,0.013563238
98,1,0.11587409
98,2,-0.0068363366
98,3,0.047241647
99,0,-0.015757402
99,1,-0.007286077
99,2,-0.008103467
99,3,0.007544864
100,0,-0.0043265587
100,1,-0.0027481946
100,2,-0.013863225
100,3,0.020691976
101,0,-0.018937984
101,1,0.050653286
101,2,-0.06093748
101,3,0.03553345
102,0,-0.0630529
102,1,-0.04859893
102,2,0.11867597
102,3,0.07579083
103,0,-0.0927474
103,1,-0.009752044
103,2,0.009763027
103,3,0.0038589442
104,0,-0.01740556
104,1,0.00068211777
104,2,0.0036419616
104,3,-0.00058884115
105,0,-0.011284901
105,1,-0.0011254905
105,2,-0.026937835
105,3,0.021996157
106,0,0.046876814
106,1,0.13029434
106,2,-0.029128801
106,3,0.015237328
107,0,-0.01610787
107,1,-0.04816876
107,2,0.0762632
107,3,-0.022400152
108,0,0.18920566
108,1,0.038839623
108,2,0.14214797
108,3,0.008923721
109,0,-0.06483005
109,1,-0.06653885
109,2,0.1042261
109,3,0.08386368
110,0,0.057734065
110,1,0.020974472
110,2,0.07720957
110,3,-0.0075115454
111,0,-0.032845743
111,1,-0.12344101
111,2,0.041150276
111,3,0.036016855
112,0,0.06771805
112,1,-0.004746657
112,2,0.026572626
112,3,-0.015099121
113,0,0.01692287
113,1,0.0014191814
113,2,0.0077717337
113,3,-0.011054067
114,0,-0.0116114775
114,1,-0.13578464
114,2,0.07020709
114,3,-0.023665331
115,0,0.042039912
115,1,-0.11422924
115,2,-0.065983295
115,3,0.18496512
116,0,0.046706457
116,1,0.08651584
116,2,-0.039481375
116,3,-0.07247062
117,0,-0.020443486
117,1,-0.020629307
117,2,0.09870345
117,3,-0.0656538
118,0,0.30529913
118,1,0.067803346
118,2,0.06456933
118,3,-0.13456348
119,0,0.01518697
119,1,0.0006804214
119,2,-0.0037527997
119,3,-0.022573214
120,0,-0.0061447234
120,1,-0.0010142409
120,2,0.0068988902
120,3,0.0055677686
121,0,-0.16444993
121,1,-0.09493137
121,2,-0.12803692
121,3,0.04342756
122,0,-0.005970704
122,1,-0.001362703
122,2,7.703276e-05
122,3,-0.013657857
123,0,-0.01046188
123,1,-6.781763e-05
123,2,-0.0051583988
123,3,0.009187119
124,0,0.09326039
124,1,0.030776864
124,2,0.05155255
124,3,0.0024027224
125,0,-0.011642771
125,1,-0.020776369
125,2,-0.02038241
125,3,-0.022734642
126,0,0.0050800806
126,1,0.012318794
126,2,0.0022206444
126,3,-0.01926099
127,0,0.13286828
127,1,-0.15626265
127,2,0.1959992
127,3,0.16755097
128,0,0.014208941
128,1,0.095785916
128,2,0.004749147
128,3,0.032027416
129,0,-0.030226339
129,1,-0.042088017
129,2,-0.020230021
129,3,-0.04791167
130,0,0.04194779
130,1,0.02108835
130,2,-0.021682976
130,3,-0.014094468
131,0,0.010148588
131,1,-0.0146731
131,2,-0.008722872
131,3,-0.007707341
132,0,-0.03351858
132,1,0.007683962
132,2,-0.06175919
132,3,-0.034202397
133,0,0.030857239
133,1,0.04014696
133,2,-0.008033731
133,3,-0.009307921
134,0,-0.13057208
134,1,-0.15743455
134,2,0.08779695
134,3,0.04952678
135,0,0.0026974366
135,1,-6.320128e-05
135,2,0.0010638763
135,3,-0.0076058786
136,0,-0.012647243
136,1,0.0009094863
136,2,0.003833654
136,3,-0.0036639692
137,0,0.13484357
137,1,0.103772625
137,2,0.026254432
137,3,0.015634246
138,0,-0.06659043
138,1,-0.0820997
138,2,-0.0025042424
138,3,-0.017437812
139,0,-0.04774375
139,1,-0.012490717
139,2,-0.18361385
139,3,-0.13822572
140,0,-0.007275749
140,1,-0.052203566
140,2,0.08673896
140,3,-0.017879928
141,0,0.033617124
141,1,0.0021491144
141,2,-0.0073676193
141,3,-0.101494364
142,0,0.0016819735
142,1,-0.0036042025
142,2,0.0061094216
142,3,-0.004853392
143,0,0.019087723
143,1,-0.024906956
143,2,0.021849765
143,3,0.0028628074
144,0,0.033198174
144,1,-0.0008344505
144,2,0.008580423
144,3,-0.004680201
145,0,-0.017879665
145,1,-0.017702425
145,2,-0.013177505
145,3,0.024239937
146,0,-0.107189916
146,1,-0.16951002
146,2,0.08203832
146,3,0.057547785
147,0,-0.04019465
147,1,-0.009401974
147,2,-0.028634237
147,3,-0.029502803
148,0,0.05198884
148,1,-0.020416824
148,2,0.0361293
148,3,-0.01708002
149,0,-0.025468577
149,1,-0.012411645
149,2,-0.19025145
149,3,0.009386537
150,0,0.013099653
150,1,-0.05255244
150,2,0.008558464
150,3,0.06959728
151,0,0.0031742917
151,1,0.025095036
151,2,-0.0027798114
151,3,0.012418339
152,0,4.9384682e-05
152,1,0.025762796
152,2,-0.019794049
152,3,-0.0025827438
153,0,-0.054368876
153,1,-0.44684932
153,2,0.09320185
153,3,-0.094856784
154,0,-0.13493896
154,1,-0.055307362
154,2,0.018265083
154,3,-0.07129991
155,0,-0.012218934
155,1,-0.065430515
155,2,0.064139284
155,3,0.088737525
156,0,-0.03407777
156,1,0.0065279817
156,2,0.03185212
156,3,0.013368958
157,0,0.039583635
157,1,-0.006284249
157,2,0.037945375
157,3,-0.016421666
158,0,-0.048986558
158,1,-0.0021261238
158,2,-0.05140146
158,3,0.023040913
159,0,0.08277083
159,1,0.08939856
159,2,-0.028040275
159,3,-0.03239125
160,0,0.016083073
160,1,0.06622609
160,2,0.12572879
160,3,0.08111949
161,0,0.048263896
161,1,0.035348043
161,2,-0.05649952
161,3,-0.069536254
162,0,0.110766225
162,1,0.14776862
162,2,-0.06340076
162,3,0.0141632315
163,0,0.0026895457
163,1,0.14534478
163,2,-0.050044052
163,3,0.09634018
164,0,0.02442855
164,1,0.010277815
164,2,-0.047475103
164,3,0.0019875192
165,0,-0.02300079
165,1,0.020643791
165,2,0.022663623
165,3,0.019585082
166,0,0.07313378
166,1,0.09758789
166,2,0.0012001802
166,3,-0.09602732
167,0,0.068304606
167,1,0.26321405
167,2,0.015863242
167,3,0.18043885
168,0,-0.15726112
168,1,-0.055095892
168,2,-0.057670116
168,3,0.06446031
169,0,0.15267462
169,1,0.1318483
169,2,-0.041677788
169,3,-0.0708444
170,0,-0.021839546
170,1,-0.011267949
170,2,-0.012956764
170,3,0.0022340731
171,0,0.049825493
171,1,0.0017872812
171,2,-0.012829295
171,3,0.013096551
172,0,-0.014793965
172,1,-0.04621767
172,2,-0.01629521
172,3,0.008597839
173,0,-0.02654943
173,1,0.007604677
173,2,-0.006182261
173,3,0.0065054502
174,0,0.04335963
174,1,-0.031398244
174,2,-0.037968684
174,3,0.010174788
175,0,-0.0032115828
175,1,-0.14401084
175,2,0.042791743
175,3,-0.0221627
176,0,0.04491627
176,1,0.15814148
176,2,-0.14407708
176,3,-0.041442093
177,0,-0.084705666
177,1,-0.010480438
177,2,0.072070844
177,3,0.28804764
178,0,0.014947693
178,1,-0.09331483
178,2,0.09920252
178,3,0.03990404
179,0,-0.0431344
179,1,-0.012691189
179,2,-0.026870184
179,3,0.02317051
180,0,0.014285854
180,1,-0.00037792444
180,2,-0.021830654
180,3,-0.008183338
181,0,0.07756441
181,1,0.12219066
181,2,-0.12881482
181,3,-0.13079385
182,0,-0.034841992
182,1,0.16623594
182,2,0.029437402
182,3,0.4422769
183,0,-0.0013152198
183,1,0.013532034
183,2,-0.012304807
183,3,-0.0074524763
184,0,0.021500735
184,1,-0.08922937
184,2,0.029668882
184,3,-0.071624726
185,0,0.038626943
185,1,0.010025453
185,2,0.11677878
185,3,0.018480333
186,0,-0.025083503
186,1,-0.0026907478
186,2,0.027420066
186,3,0.035970826
187,0,-0.11324626
187,1,0.0471717
187,2,-0.052667998
187,3,0.15086047
188,0,-0.0015471276
188,1,0.000628388
188,2,0.013435179
188,3,0.015406155
189,0,-0.0077937306
189,1,-0.005022743
189,2,0.09072785
189,3,0.04375344
190,0,-0.014294709
190,1,-0.0064212503
190,2,-0.035937883
190,3,-0.03400807
191,0,-0.0041525695
191,1,0.009254262
191,2,0.010822009
191,3,-0.011604769
192,0,-0.10796647
192,1,-0.06328458
192,2,-0.034983955
192,3,0.02656482
193,0,0.06792234
193,1,-0.026317485
193,2,-0.059124097
193,3,0.007559461
194,0,-0.027045496
194,1,-0.03850772
194,2,0.15013108
194,3,0.22559196
195,0,0.016687382
195,1,0.049680144
195,2,-0.0848106
195,3,-0.12190733
196,0,-0.023687951
196,1,0.0028299538
196,2,-0.0076376274
196,3,0.022559667
197,0,-0.017604236
197,1,0.008801409
197,2,-0.004332638
197,3,0.031751428
198,0,0.0018865375
198,1,-0.025637848
198,2,0.039816618
198,3,0.064780615
199,0,-0.007442256
199,1,-0.00064304436
199,2,0.011231047
199,3,-0.008214212
200,0,0.07174161
200,1,-0.12888879
200,2,0.10803681
200,3,0.07675618
201,0,-0.09534968
201,1,-0.21640041
201,2,0.0154854795
201,3,0.04914192
202,0,-0.04819221
202,1,0.00900454
202,2,0.047042936
202,3,-0.014837385
203,0,-0.18143907
203,1,-0.079113394
203,2,-0.040149156
203,3,0.1586872
204,0,-0.0039808583
204,1,0.00294334
204,2,0.034854494
204,3,-0.007953987
205,0,-0.058667704
205,1,-0.10408673
205,2,-0.06255499
205,3,-0.018670289
206,0,-0.0011827706
206,1,-0.020114133
206,2,0.024937715
206,3,0.036975957
207,0,0.03986161
207,1,-0.0032760387
207,2,-0.0028106482
207,3,0.01013988
208,0,-0.011509037
208,1,-0.00011384099
208,2,0.01841607
208,3,0.015369479
209,0,0.07649991
209,1,0.038787052
209,2,0.029655792
209,3,-0.039856195
210,0,0.022295156
210,1,0.051091142
210,2,0.05405377
210,3,0.009099811
211,0,-0.018412335
211,1,0.0051942235
211,2,-0.027290687
211,3,0.0317465
212,0,-0.008008884
212,1,0.06913866
212,2,0.057065416
212,3,-0.05376827
213,0,-0.097341806
213,1,-0.035388
213,2,0.07925632
213,3,0.20702985
214,0,0.034933895
214,1,0.014444578
214,2,0.025142757
214,3,0.034788735
215,0,-0.037772164
215,1,-0.007754133
215,2,-0.008189098
215,3,-0.012080045
216,0,0.006692795
216,1,0.050759565
216,2,0.0264456
216,3,0.01976616
217,0,-0.062432613
217,1,0.094788745
217,2,-0.34438008
217,3,-0.080463104
218,0,-0.014193059
218,1,0.010587315
218,2,0.016511189
218,3,-0.0025296968
219,0,0.0072321063
219,1,-0.21263595
219,2,0.009824955
219,3,0.028124154
220,0,-0.11027937
220,1,-0.058225214
220,2,-0.15528914
220,3,0.14408703
221,0,0.07273439
221,1,-0.115173794
221,2,0.18461399
221,3,0.05816977
222,0,0.08764167
222,1,0.023286166
222,2,-0.013958417
222,3,-0.031089863
223,0,-0.012837203
223,1,-0.0113759665
223,2,0.0015186236
223,3,0.019917518
224,0,0.012777339
224,1,0.012877708
224,2,0.07040797
224,3,-0.022823807
225,0,-0.029429961
225,1,-0.0034073868
225,2,0.009085935
225,3,0.008225954
226,0,0.026388383
226,1,-0.08087145
226,2,0.038892657
226,3,-0.060256556
227,0,0.009683987
227,1,-0.008320948
227,2,-0.0019063116
227,3,0.017594473
228,0,-0.060314655
228,1,-0.11488902
228,2,0.102828994
228,3,0.101746395
229,0,-0.025019297
229,1,-0.0109576415
229,2,-0.07235733
229,3,-0.017769655
230,0,-0.027210573
230,1,-0.016851703
230,2,0.014736325
230,3,0.001307558
231,0,-0.010787051
231,1,-0.005372459
231,2,-0.0072553395
231,3,0.03375233
232,0,-0.051228635
232,1,-0.015328729
232,2,0.0015324717
