0,0.02815165
1,0.18531047
2,0.11190069
3,0.06803709
4,0.15181062
5,0.23628184
6,0.15598126
7,0.067093074
8,0.10141287
9,0.09741995
10,0.16240586
11,0.13781574
12,0.10451036
13,0.005228914
14,0.0547227
15,0.095777616
16,0.18912508
17,0.08143262
18,0.030344352
19,0.2800886
20,0.020837324
21,0.053477462
22,0.12384711
23,0.016997673
24,0.13352954
25,0.07754942
26,0.114801355
27,0.14513862
28,0.044926077
29,0.06889893
30,0.025071701
31,0.005922675
32,0.057543334
33,0.05485704
34,0.19629464
35,-0.014474264
36,0.04806449
37,0.057881407
38,0.08652495
39,0.1140031
40,0.011299208
41,0.08406961
42,0.18695867
43,0.09363298
44,0.06377584
45,0.069522254
46,0.1278313
47,0.096987076
48,0.059140418
49,0.13367507
50,0.035482697
51,0.06289943
52,0.046306416
53,0.052668106
54,0.110988975
55,0.044225574
56,0.05978368
57,0.035479605
58,0.111990154
59,-0.0506208
60,0.06775665
61,0.056343928
62,0.095653325
63,0.11125862
64,0.07241403
65,0.077212214
66,0.07015853
67,0.01246047
68,0.079073414
69,0.08666954
70,0.15929869
71,0.048179537
72,0.05415374
73,0.08428565
74,0.17591512
75,0.101125546
76,-0.046340466
77,0.09790334
78,-0.024744416
79,0.057034742
80,0.07039484
81,0.054309193
82,0.017162502
83,0.04303312
84,-0.065358266
85,0.13349196
86,0.22732943
87,0.08248722
88,0.102737546
89,0.1406302
90,0.035990015
91,0.016368484
92,0.15508999
93,0.05100439
94,0.031001069
95,0.05288458
96,0.03197789
97,0.2970161
98,0.017709244
99,0.01722647
100,0.064047076
101,0.031426895
102,0.1380166
103,0.024477908
104,0.07996815
105,0.073406726
106,0.09152523
107,0.1287839
108,0.070221364
109,0.2869921
110,0.13559243
111,0.057295095
112,0.02159103
113,0.24148333
114,0.0353699
115,0.103790894
116,0.068986274
117,0.034211475
118,0.12933595
119,0.06753833
120,0.10120093
121,0.10174895
122,0.0606086
123,0.06926324
124,0.26382872
125,0.16733275
126,0.11205461
127,0.026185298
